|character|text|type|character_clean|gender|principal_character
145||"A room of student-type desks and no character. Richie,
and fifty others, have been here for hours taking the exam
less than half of them will pass."|unknown|||
146||A56    EXT. JUNGLE - DAY                                               A56|location|||
147||"A motley bunch of Thai thugs and black American soldiers
with automatic weapons ride mules through the dense jungle
with Nate and Frank, who - armed with a pistol, a rifle and
ammo bandolier like Pancho Villa - is enjoying himself.
From his POV, the jungle canopy suddenly opens up on a poppy
field the size of Manhattan. Frank stares down at it."|unknown|||
148||B56    EXT. JUNGLE RISE / OPIUM FARM - DAY                             B56|location|||
149||"On the ground now with their small private army, Nate speaks
with one of the Thais, then translates for Frank.
NATE
He says this whole area's controlled
by the Kuomintang - Chiang Kai-Shek's
defeated army.
Some of whom they can see down below on the opium farm -
Chinese soldiers with outdated weapons. Frank tips his head
to Nate at some other figures below -
FRANK
They ain't Chinese.
A handful of better-armed American sentries at the perimeter
of the farm. CIA. Frank, Nate and the others hang back as
one of the Thais steps ahead to speak to the guerillas."|unknown|||
150||C56    EXT. OPIUM FARM - LATER                                         C56|location|||
151||"The processing center for the entire region. The Thai
translator is with Frank to negotiate with a vanquished
Chinese general. Other Americans and Thais guard them
while the Chinese with their CIA advisors guard them.
24."|unknown|||
152||D56   INT. BAMBOO DWELLING - LATER - DAY                            D56|location|||
153||"The Chinese general examines Frank's papers - passport,
visa, bank receipts - and lots of cash - then studies Frank."|stage direction|||
154||"GENERAL
How would you get it into the States?
FRANK
What do you care?
GENERAL
Who do you work for in there?
FRANK
What do you care?
GENERAL
Who are you really?
FRANK
It says right there.   Frank Lucas.
GENERAL
I mean, who you represent?
FRANK
Me."|unknown|||
155||The man doesn't believe it, but lets it go.|stage direction|||
156||"GENERAL
You think you're going to take a hundred
kilos of heroin into the US and you don't
work for anyone? Someone is going to
allow that?"|unknown|||
157||"Frank shrugs. The general regards one of his men.       In
Chinese, subtitled:"|stage direction|||
158||"GENERAL
I don't believe a word of this."|unknown|||
159||"The general regards the cash and paperwork again for a
moment. And, to Frank:"|stage direction|||
160||"GENERAL
After this first purchase, if you're not
killed by Marseilles importers - or their
people in the States - then what?
(CONT)
25."|unknown|||
161||D56   CONTINUED:                                                     D56|location|||
162|FRANK|"Then there'd be more. On a regular basis.
Though I'd rather not have to drag my ass
all the way up here every time."|speech|FRANK|M|True
163||"The man regards Frank for a long moment.       Glances back to
the cash and paperwork again. Finally -"|stage direction|||
164|GENERAL|Of course not.|speech|GENERAL|M|
165||E56   EXT. JUNGLE ARMY LZ - VIETNAM - DAY                             E56|location|||
166||"Torrential monsoon rains. Dripping camouflage. Nate and
Frank climb down from the Huey. Frank no longer wears the
bandolier. Now a press card dangles from his neck."|stage direction|||
167||F56   INT/EXT. TENT / JUNGLE ARMY LZ - LATER - DAY                    F56|location|||
168||"Stripes on the uniform of a black colonel with Nate under a
canopy. Outside, in the distance, in the rain, Frank hangs
out with some other black servicemen."|stage direction|||
169|COLONEL|Where's it now?|speech|COLONEL|?|
170||NATE|unknown|||
171|COLONEL|"Bangkok. I can bring it here or anywhere
in between."|speech|COLONEL|?|
172|COLONEL|A hundred kilos.|speech|COLONEL|?|
173||(Nate nods)|unknown|||
174|COLONEL|I never seen that much dope in one place.|speech|COLONEL|?|
175|NATE|"It's bigger than an Amana refrigerator-
freezer."|speech|NATE|M|True
176||G56   INT/EXT. JUNGLE ARMY LZ - LATER - DAY                           G56|location|||
177||"Nate and Frank watch the colonel emerge from the tent and
cross through the rain on duck-boards to another tent to
speak with a white officer, a 2-star general."|stage direction|||
178|NATE|"Fifty grand. In advance. That'll
cover them, the pilots and the guys on
the other end."|speech|NATE|M|True
179|FRANK|Give them a hundred.|speech|FRANK|M|True
180||"(CONT)
26."|unknown|||
181||G56   CONTINUED:                                                       G56|location|||
182|NATE|Fifty, to cover them all.|speech|NATE|M|True
183|FRANK|"A hundred. And it's all I got left. So
if that dope doesn't arrive, for whatever
reason -"|speech|FRANK|M|True
184||(embraces Nate and whispers)|unknown|||
185|FRANK|Cousin or no cousin - don't let me down.|speech|FRANK|M|True
186||"He holds out a business envelope fat with money. Nate
hesitates, knowing Frank has just said he'll kill him if
things don't go right, then takes it."|stage direction|||
187|NATE|I'll let you know when it's in the air.|speech|NATE|M|True
188||56    INT. RICHIE'S APARTMENT - NEWARK - DAWN                            56|location|||
189||"The nurse/paramedic who stitched up his hand is in Richie's
bed making so much noise he's worried someone will call the
cops. The phone rings. And won't stop. Neither will the
nurse as Richie answers it -"|stage direction|||
190|RIVERA V/O|"Richie? Richie, I'm in trouble.    This
fuckin guy ""made"" me - I don't know how
but he did. He went for his gun. I had
to do it, I swear to God. Now they're
going to kill me."|speech|RIVERA V/O|?|True
191||"Richie can hear in Sander's voice how serious it is and
manages to disentangle himself from the woman."|stage direction|||
192||RICHIE|unknown|||
193|RIVERA V/O|Who.|speech|RIVERA V/O|?|True
194|RIVERA V/O|"There's a hundred people out there heard
the shots. You gotta help me. You gotta
do something."|speech|RIVERA V/O|?|True
195||RICHIE|unknown|||
196|RIVERA V/O|Is he dead?|speech|RIVERA V/O|?|True
197||RIVERA V/O|unknown|||
198|RIVERA V/O|"He's dead.    I'm dead. They're gonna kill
me."|speech|RIVERA V/O|?|True
199|RICHIE|Where are you? Javy, where are you?|speech|RICHIE|M|True
200||"(CONT)
27."|unknown|||
201||56    CONTINUED:                                                       56|location|||
202|RIVERA V/O|That's the problem.|speech|RIVERA V/O|?|True
203||A57   INT. RICHIE'S CAR - MOVING - EARLY MORNING                      A57|location|||
204||Richie on his police radio, which cuts in and out -|stage direction|||
205|DISPATCHER|"There are no cars in that area,
Detective Roberts."|speech|DISPATCHER|?|
206|RICHIE|"Bullshit. I got a man in trouble and I
need back-up."|speech|RICHIE|M|True
207|DISPATCHER|I missed that - you're breaking up -|speech|DISPATCHER|?|
208|RICHIE|I said, put the fucking call out again -|speech|RICHIE|M|True
209|DISPATCHER|"I just did. No one responded.     I'll try
again, but -"|speech|DISPATCHER|?|
210|RICHIE|Fuck you, too.|speech|RICHIE|M|True
211||He slams the mic down.|stage direction|||
212||57    EXT. STEPHEN CRANE PROJECTS - MORNING                            57|location|||
213||"As Richie's car turns a corner, the Stephen Crane Projects -
the most foreboding place on earth - rises up: three dark
30-floor towers planted on war-torn grounds where a long-ago
torched and abandoned patrol car sits like a monument.
He parks and moves through an agitated all-black crowd, past
an ambulance outside one of the towers, through oppressive
heat. It's riot weather."|stage direction|||
214||58    INT. STEPHEN CRANE PROJECTS - MORNING                            58|location|||
215||"Drugs on a coffee table. Body on the floor. Rivera,
despondent, on the couch. The male paramedics, scared.
Richie on the phone -"|stage direction|||
216|RICHIE|"Sergeant, I'm not asking, I'm fuckin
telling you: Get some patrolmen over
here now."|speech|RICHIE|M|True
217||"(CONT)
28."|unknown|||
218||58    CONTINUED:                                                         58|location|||
219||"Dial tone: the police sergeant has hung up on him.           Richie
throws the phone. The paramedics stare at him."|stage direction|||
220|PARAMEDIC|You got no back-up? Why is that?|speech|PARAMEDIC|M|
221||"The only other person who would know the answer to that is
Rivera, who just shakes his head in despair."|stage direction|||
222|RICHIE|Bandage his head.|speech|RICHIE|M|True
223|PARAMEDIC|Detective ... he's dead.|speech|PARAMEDIC|M|
224|RICHIE|"I know he's fucking dead. Bandage his
head, clean him up, put him on a gurney
and prop it up so he's sitting. And open
his eyes."|speech|RICHIE|M|True
225||59    EXT. STEPHEN CRANE PROJECTS - MORNING                              59|location|||
226||"Richie comes out ahead of the gurney, moving quickly like
it's a matter of life and death (which it is), motioning at
the crowd to allow a path to the ambulance."|stage direction|||
227|RICHIE|"Step back, injured man coming out. Let
them do their job and he'll be all right.
Ma'am. Excuse me. Step back. Sir.
Please."|speech|RICHIE|M|True
228||"The people step back when they see the victim on the gurney:
tubes in his nostrils, IV in his arm, eyes open. Before they
can look any closer, he's put in the ambulance. As it pulls
out, siren wailing, Richie leads Rivera safely away -"|stage direction|||
229||A60   EXT. ALLEY NEAR STEPHEN CRANE PROJECTS - MORNING                  A60|location|||
230||"They cross through an alley near the Projects and Rivera
finally breathes a sigh of relief."|stage direction|||
231||RIVERA|unknown|||
232|RICHIE|Thank you -|speech|RICHIE|M|True
233||"The words aren't out of his mouth before Richie shoves him
up against a car."|stage direction|||
234|RICHIE|You robbed him, didn't you.|speech|RICHIE|M|True
235||"(CONT)
29."|unknown|||
236||A60   CONTINUED:                                                       A60|location|||
